region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
0.0355208615596846,0.022840516485354612,-0.018475106531562334,-0.05150118952355267,-0.11942700492462067,-0.10533190090061591,-0.1077005901426834,-0.11836827039489732,-0.11923954136341294,-0.10522432948566907,-0.09272643553549641,-0.0873036311544034,-0.12173562025579616,-0.10568466458704864,-0.08132259564450085,-0.11236985163364169
