region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
0.021483300969428028,-0.04553312899790114,-0.01010566159765179,0.0073828151796520285,-0.05495696338761958,-0.11269859179480553,-0.03284816109791292,0.06407963083321862,-0.14170816613798862,-0.1507674249107426,-0.07806351370024782,0.14832538798028852,-0.12735673970061054,-0.169159289387017,-0.16427747411307675,-0.09298159427435836
