region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
0.15209366028718066,0.15260955638223545,0.26185352712216,0.24433518243047433,0.23805165932000516,0.21025751218833355,0.23766479279508082,0.28105013058380274,0.20787570435003624,0.21545468770872578,0.2187357719702178,0.25139818819768833,0.23354650239946964,0.2052839451899572,0.2403240793122403,0.2193407641760093
