region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
0.16704234430530068,0.14240020664729822,0.2598130286443839,0.25314796025266273,0.19088896231303576,0.20140406216319637,0.2434515595856045,0.2575317282403101,0.22522630172366737,0.2005014324832575,0.21065167394251078,0.25542344540176304,0.21495489383962144,0.2237948477505268,0.24881616075794963,0.23911166700831185
