region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
-0.009694382472948073,0.05073595509751673,-0.00672160386036036,0.09828948900649123,0.1513542552857048,0.15665720031424366,0.13200545142906722,0.13519975412945004,0.2529613405429202,0.1542659143310665,0.1480891812701452,0.1944743736551053,0.23551431789538255,0.15020368276617055,0.11991607266554137,0.24424503330695713
