region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
0.212837114377502,0.21114248389521195,0.22297521478675283,0.2371861090495112,0.1849720500269554,0.14849420717025186,0.2515615460419506,0.24241426911489725,0.1622325766830918,0.1768074139498758,0.22843634669576557,0.2348463837847405,0.22219431284925806,0.228948206391518,0.23154543149754978,0.26933594364100627
