region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
0.005676925282073842,-0.05889971459388794,-0.02296834210498132,-0.013534529919177413,-0.10261767058124636,-0.11621983312442817,-0.030086051496599098,0.08900453763926039,-0.15320661915920208,-0.16846004126309647,-0.12419095667420123,0.057460505500138474,-0.09123097813322069,-0.17386816135408856,-0.1745702452597569,-0.11883165703312976
