region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
0.17644959101575006,0.3566500304563395,0.35303303459928514,0.1548946985486031,0.16304108545414128,0.29599588494849055,0.15340821445311414,0.082523120477162,0.223338113773804,0.16908414620821954,0.058634935123665424,0.0672046199915717,0.09179310724503692,0.12281075146335528,0.1310743739920836,0.12341371893957614
