region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
-0.17915415223645134,-0.09420486998301562,-0.1463266780846732,-0.20841456475255787,-0.3159031125742622,-0.26012188462489544,-0.2996783848391425,-0.28620622367052584,-0.2832729687703339,-0.3057361624829786,-0.319211886122221,-0.2717587402153074,-0.2700657292161279,-0.2843077991920042,-0.29301600099832076,-0.27951639378971127
