region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
0.013837856591361195,-0.05228329888612563,-0.019042511017321812,-0.001821285372095729,-0.07563863537199975,-0.11286924557680096,-0.03622235912823724,0.06807219077569458,-0.14954165143848439,-0.16298443129344556,-0.09426928348879772,0.12125706074786165,-0.116388756365041,-0.17545227571938485,-0.17069466041372583,-0.11981442810747704
