region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16
-0.04893731242461491,-0.0383275259988588,-0.0383275259988588,-0.0450191699681707,-0.04893731242461491,-0.0383275259988588,-0.0383275259988588,-0.0450191699681707,-0.04893731242461491,-0.0383275259988588,-0.0383275259988588,-0.0450191699681707,-0.04893731242461491,-0.0383275259988588,-0.0383275259988588,-0.0450191699681707
